Epoch 291 - Train Loss: 0.0028, Val Loss: 0.0013
Epoch 292 - Train Loss: 0.0029, Val Loss: 0.0019
Epoch 293 - Train Loss: 0.0019, Val Loss: 0.0019
Epoch 294 - Train Loss: 0.0015, Val Loss: 0.0017
Epoch 295 - Train Loss: 0.0024, Val Loss: 0.0017
Epoch 296 - Train Loss: 0.0021, Val Loss: 0.0015
Epoch 297 - Train Loss: 0.0020, Val Loss: 0.0014
Epoch 298 - Train Loss: 0.0018, Val Loss: 0.0009
Epoch 299 - Train Loss: 0.0018, Val Loss: 0.0008
Epoch 300 - Train Loss: 0.0012, Val Loss: 0.0009
